"Notes"	"County of Residence"	"County of Residence Code"	"Sex of Infant"	"Sex of Infant Code"	"NICU Admission"	"NICU Admission Code"	"OE Gestational Age Recode 10"	"OE Gestational Age Recode 10 Code"	Births	% of Total Births
	"Berkeley County, SC"	"45015"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	74	0.00%
	"Greenville County, SC"	"45045"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	74	0.00%
	"Lexington County, SC"	"45063"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	74	0.00%
	"Knox County, TN"	"47093"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	74	0.00%
	"Bell County, TX"	"48027"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	74	0.00%
	"Unidentified Counties, KY"	"21999"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	74	0.00%
	"Anne Arundel County, MD"	"24003"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	74	0.00%
	"Baltimore County, MD"	"24005"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	74	0.00%
	"Salt Lake County, UT"	"49035"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	74	0.00%
	"Salt Lake County, UT"	"49035"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	74	0.00%
	"Unidentified Counties, UT"	"49999"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	74	0.00%
	"Chittenden County, VT"	"50007"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	74	0.00%
	"Prince William County, VA"	"51153"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	74	0.00%
	"Genesee County, MI"	"26049"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	75	0.00%
	"Ingham County, MI"	"26065"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	75	0.00%
	"Oakland County, MI"	"26125"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	75	0.00%
	"Wayne County, MI"	"26163"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	75	0.00%
	"Unidentified Counties, MI"	"26999"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	75	0.00%
	"Washington County, MN"	"27163"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	75	0.00%
	"Unidentified Counties, WV"	"54999"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	75	0.00%
	"Dane County, WI"	"55025"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	75	0.00%
	"Butte County, CA"	"06007"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	75	0.00%
	"Contra Costa County, CA"	"06013"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	75	0.00%
	"Los Angeles County, CA"	"06037"	"Female"	"F"	"No"	"2"	"42 weeks or more"	"09"	75	0.00%
	"Riverside County, CA"	"06065"	"Female"	"F"	"Unknown or Not Stated"	"9"	"40 weeks"	"07"	75	0.00%
	"Rankin County, MS"	"28121"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	75	0.00%
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	75	0.00%
	"New Castle County, DE"	"10003"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	75	0.00%
	"Wake County, NC"	"37183"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	75	0.00%
	"Clermont County, OH"	"39025"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	75	0.00%
	"Lucas County, OH"	"39095"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	75	0.00%
	"Hillsborough County, FL"	"12057"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	75	0.00%
	"Fayette County, GA"	"13113"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	75	0.00%
	"Cambria County, PA"	"42021"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	75	0.00%
	"Ada County, ID"	"16001"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	75	0.00%
	"Winnebago County, IL"	"17201"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	75	0.00%
	"Marion County, IN"	"18097"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	75	0.00%
	"Charleston County, SC"	"45019"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	75	0.00%
	"Florence County, SC"	"45041"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	75	0.00%
	"Pickens County, SC"	"45077"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	75	0.00%
	"Bexar County, TX"	"48029"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	75	0.00%
	"Woodbury County, IA"	"19193"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	75	0.00%
	"Jefferson County, KY"	"21111"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	75	0.00%
	"Bossier Parish, LA"	"22015"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	75	0.00%
	"Ouachita Parish, LA"	"22073"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	75	0.00%
	"Lubbock County, TX"	"48303"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	75	0.00%
	"Smith County, TX"	"48423"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	75	0.00%
	"Tarrant County, TX"	"48439"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	75	0.00%
	"Dona Ana County, NM"	"35013"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	75	0.00%
	"Nassau County, NY"	"36059"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	75	0.00%
	"Buncombe County, NC"	"37021"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	75	0.00%
	"Yakima County, WA"	"53077"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	76	0.00%
	"Unidentified Counties, AL"	"01999"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	76	0.00%
	"Pinal County, AZ"	"04021"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"Benton County, AR"	"05007"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	76	0.00%
	"Monterey County, CA"	"06053"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	76	0.00%
	"Unidentified Counties, MS"	"28999"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	76	0.00%
	"Missoula County, MT"	"30063"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	76	0.00%
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	76	0.00%
	"Tulare County, CA"	"06107"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	76	0.00%
	"Jefferson County, CO"	"08059"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"New London County, CT"	"09011"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	76	0.00%
	"Allen County, OH"	"39003"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	76	0.00%
	"Hamilton County, OH"	"39061"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	76	0.00%
	"Manatee County, FL"	"12081"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	76	0.00%
	"Lancaster County, PA"	"42071"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	76	0.00%
	"Lehigh County, PA"	"42077"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"Spartanburg County, SC"	"45083"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"Minnehaha County, SD"	"46099"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"Rutherford County, TN"	"47149"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"Bell County, TX"	"48027"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"El Paso County, TX"	"48141"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	76	0.00%
	"Jefferson County, TX"	"48245"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"Hardin County, KY"	"21093"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	76	0.00%
	"Webb County, TX"	"48479"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	76	0.00%
	"Williamson County, TX"	"48491"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	76	0.00%
	"Salt Lake County, UT"	"49035"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	76	0.00%
	"Arlington County, VA"	"51013"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	76	0.00%
	"Sandoval County, NM"	"35043"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	76	0.00%
	"Albany County, NY"	"36001"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	76	0.00%
	"Plymouth County, MA"	"25023"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	77	0.00%
	"Waukesha County, WI"	"55133"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	77	0.00%
	"Unidentified Counties, WY"	"56999"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	77	0.00%
	"Unidentified Counties, AR"	"05999"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	77	0.00%
	"Hinds County, MS"	"28049"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	77	0.00%
	"St. Louis city, MO"	"29510"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	77	0.00%
	"Washoe County, NV"	"32031"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	77	0.00%
	"Morris County, NJ"	"34027"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	77	0.00%
	"Sonoma County, CA"	"06097"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	77	0.00%
	"Palm Beach County, FL"	"12099"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	77	0.00%
	"Hall County, GA"	"13139"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	77	0.00%
	"Deschutes County, OR"	"41017"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	77	0.00%
	"Deschutes County, OR"	"41017"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	77	0.00%
	"Philadelphia County, PA"	"42101"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	77	0.00%
	"Ada County, ID"	"16001"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	77	0.00%
	"Kootenai County, ID"	"16055"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	77	0.00%
	"Unidentified Counties, SC"	"45999"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	77	0.00%
	"Hamilton County, TN"	"47065"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	77	0.00%
	"Knox County, TN"	"47093"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	77	0.00%
	"Bell County, TX"	"48027"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	77	0.00%
	"Ector County, TX"	"48135"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	77	0.00%
	"Unidentified Counties, IN"	"18999"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	77	0.00%
	"Unidentified Counties, IA"	"19999"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	77	0.00%
	"Caddo Parish, LA"	"22017"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	77	0.00%
	"Caddo Parish, LA"	"22017"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	77	0.00%
	"Lafayette Parish, LA"	"22055"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	77	0.00%
	"Cumberland County, ME"	"23005"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	77	0.00%
	"York County, ME"	"23031"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	77	0.00%
	"Williamson County, TX"	"48491"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	77	0.00%
	"Cache County, UT"	"49005"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	77	0.00%
	"Clark County, WA"	"53011"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	77	0.00%
	"Pierce County, WA"	"53053"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	77	0.00%
	"Unidentified Counties, NY"	"36999"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	77	0.00%
	"Hampden County, MA"	"25013"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	78	0.00%
	"Hampden County, MA"	"25013"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	78	0.00%
	"Stearns County, MN"	"27145"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	78	0.00%
	"Walworth County, WI"	"55127"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	78	0.00%
	"Pinal County, AZ"	"04021"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	78	0.00%
	"Pulaski County, AR"	"05119"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	78	0.00%
	"Los Angeles County, CA"	"06037"	"Male"	"M"	"No"	"2"	"28 - 31 weeks"	"03"	78	0.00%
	"Douglas County, NE"	"31055"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	78	0.00%
	"Brevard County, FL"	"12009"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	78	0.00%
	"Johnston County, NC"	"37101"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	78	0.00%
	"Hillsborough County, FL"	"12057"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	78	0.00%
	"Marion County, FL"	"12083"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	78	0.00%
	"Orange County, FL"	"12095"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	78	0.00%
	"Allegheny County, PA"	"42003"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	78	0.00%
	"Luzerne County, PA"	"42079"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	78	0.00%
	"Canyon County, ID"	"16027"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	78	0.00%
	"Lake County, IL"	"17097"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	78	0.00%
	"Spartanburg County, SC"	"45083"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	78	0.00%
	"Brazoria County, TX"	"48039"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	78	0.00%
	"Smith County, TX"	"48423"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	78	0.00%
	"Virginia Beach city, VA"	"51810"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	78	0.00%
	"Virginia Beach city, VA"	"51810"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	78	0.00%
	"Bristol County, MA"	"25005"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	79	0.00%
	"Bristol County, MA"	"25005"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Plymouth County, MA"	"25023"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	79	0.00%
	"Dane County, WI"	"55025"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	79	0.00%
	"Montgomery County, AL"	"01101"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Unidentified Counties, AK"	"02999"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	79	0.00%
	"Pinal County, AZ"	"04021"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"St. Louis County, MO"	"29189"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	79	0.00%
	"Douglas County, NE"	"31055"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	79	0.00%
	"Washoe County, NV"	"32031"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Adams County, CO"	"08001"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Jefferson County, CO"	"08059"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Larimer County, CO"	"08069"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	79	0.00%
	"Franklin County, OH"	"39049"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	79	0.00%
	"Montgomery County, OH"	"39113"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Chester County, PA"	"42029"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	79	0.00%
	"Richmond County, GA"	"13245"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	79	0.00%
	"Kane County, IL"	"17089"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	79	0.00%
	"Madison County, IN"	"18095"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	79	0.00%
	"Marion County, IN"	"18097"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	79	0.00%
	"Florence County, SC"	"45041"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	79	0.00%
	"Montgomery County, TN"	"47125"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Orleans Parish, LA"	"22071"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Ouachita Parish, LA"	"22073"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	79	0.00%
	"Lubbock County, TX"	"48303"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	79	0.00%
	"Lubbock County, TX"	"48303"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	79	0.00%
	"Weber County, UT"	"49057"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	79	0.00%
	"Chesterfield County, VA"	"51041"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	79	0.00%
	"Chesapeake city, VA"	"51550"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	79	0.00%
	"Richmond city, VA"	"51760"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	79	0.00%
	"Berkshire County, MA"	"25003"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	80	0.00%
	"Unidentified Counties, WI"	"55999"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	80	0.00%
	"Etowah County, AL"	"01055"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	80	0.00%
	"Madison County, AL"	"01089"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	80	0.00%
	"Mobile County, AL"	"01097"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	80	0.00%
	"Douglas County, CO"	"08035"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	80	0.00%
	"Alachua County, FL"	"12001"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	80	0.00%
	"Unidentified Counties, NC"	"37999"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	80	0.00%
	"Pasco County, FL"	"12101"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	80	0.00%
	"Marion County, OR"	"41047"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	80	0.00%
	"LaSalle County, IL"	"17099"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	80	0.00%
	"Johnson County, IN"	"18081"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	80	0.00%
	"Rutherford County, TN"	"47149"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	80	0.00%
	"Hidalgo County, TX"	"48215"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	80	0.00%
	"Fayette County, KY"	"21067"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	80	0.00%
	"Caddo Parish, LA"	"22017"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	80	0.00%
	"Penobscot County, ME"	"23019"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	80	0.00%
	"Baltimore County, MD"	"24005"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	80	0.00%
	"Santa Fe County, NM"	"35049"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	80	0.00%
	"Orange County, NY"	"36071"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	80	0.00%
	"Unidentified Counties, MD"	"24999"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	81	0.00%
	"Barnstable County, MA"	"25001"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	81	0.00%
	"Bristol County, MA"	"25005"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	81	0.00%
	"Fond du Lac County, WI"	"55039"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Hinds County, MS"	"28049"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Jasper County, MO"	"29097"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Burlington County, NJ"	"34005"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	81	0.00%
	"Passaic County, NJ"	"34031"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	81	0.00%
	"Broward County, FL"	"12011"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	81	0.00%
	"Seminole County, FL"	"12117"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	81	0.00%
	"Unidentified Counties, OK"	"40999"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	81	0.00%
	"Multnomah County, OR"	"41051"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	81	0.00%
	"Lycoming County, PA"	"42081"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Canyon County, ID"	"16027"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	81	0.00%
	"Delaware County, IN"	"18035"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Hamilton County, IN"	"18057"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	81	0.00%
	"Madison County, IN"	"18095"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Horry County, SC"	"45051"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	81	0.00%
	"Hamilton County, TN"	"47065"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	81	0.00%
	"Shelby County, TN"	"47157"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	81	0.00%
	"Denton County, TX"	"48121"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	81	0.00%
	"El Paso County, TX"	"48141"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	81	0.00%
	"Penobscot County, ME"	"23019"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Unidentified Counties, ME"	"23999"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	81	0.00%
	"Webb County, TX"	"48479"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	81	0.00%
	"Webb County, TX"	"48479"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	81	0.00%
	"Arlington County, VA"	"51013"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	81	0.00%
	"Virginia Beach city, VA"	"51810"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	81	0.00%
	"Santa Fe County, NM"	"35049"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	81	0.00%
	"Richmond County, NY"	"36085"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	81	0.00%
	"Unidentified Counties, NY"	"36999"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	81	0.00%
	"Durham County, NC"	"37063"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	81	0.00%
	"Plymouth County, MA"	"25023"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	82	0.00%
	"Wayne County, MI"	"26163"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	82	0.00%
	"Dane County, WI"	"55025"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	82	0.00%
	"Fond du Lac County, WI"	"55039"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"Madera County, CA"	"06039"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	82	0.00%
	"Orange County, CA"	"06059"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	82	0.00%
	"Jackson County, MS"	"28059"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"Jackson County, MS"	"28059"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"Lancaster County, NE"	"31109"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	82	0.00%
	"Clark County, NV"	"32003"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	82	0.00%
	"Atlantic County, NJ"	"34001"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	82	0.00%
	"Union County, NJ"	"34039"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	82	0.00%
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	82	0.00%
	"Lucas County, OH"	"39095"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	82	0.00%
	"Chatham County, GA"	"13051"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	82	0.00%
	"Unidentified Counties, HI"	"15999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"Kankakee County, IL"	"17091"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"LaSalle County, IL"	"17099"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"Lake County, IN"	"18089"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	82	0.00%
	"Berkeley County, SC"	"45015"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	82	0.00%
	"Montgomery County, TN"	"47125"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	82	0.00%
	"Bell County, TX"	"48027"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	82	0.00%
	"Bell County, TX"	"48027"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	82	0.00%
	"Douglas County, KS"	"20045"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"Bossier Parish, LA"	"22015"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	82	0.00%
	"Unidentified Counties, LA"	"22999"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	82	0.00%
	"Tom Green County, TX"	"48451"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	82	0.00%
